gender,citizenship,employment_and_or_business_information,additional_household_member_source_of_income,do_you_have_a_co_borrower,my_spouse_is_my_co_borrower,business_gross_sales,salary,business_net_income,commission,other_income,incentive_commission,other_gig_work_salary,other_income_pension_remittance,total_cash_inflow,miscellaneous,clothing,rental_expenses,salaries_helper,transportation,utilities,household_premium,loan_payments,fuel_lpg,medical_expenses,food_expenses,other_expenses,education_expenses,total_cash_outflow,net_income,years_in_residence,home_ownership,agency_years,marital_status,no_of_children,with_children_attending_school,how_many_years_in_the_company,position,outstanding_obligation_other_loans,do_you_have_deposit_or_credit_cards_with_other_bank,credit_score
Male,Filipino,Regular Employee,No other source of income,Yes,No,0.0,25000.0,0.0,3500.0,0.0,0.0,0.0,0.0,28500.0,1000.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,3500.0,0.0,1000.0,5700.0,22800.0,More than 2 years,Owned,1-5 years,Married,0-1,Yes,2-5 years,Others,0.0,No,61
Male,Filipino,Regular Employee,No other source of income,Yes,No,0.0,18000.0,0.0,5000.0,0.0,0.0,0.0,0.0,23000.0,2000.0,0.0,3000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,11001.0,11999.0,More than 2 years,Rented,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,2000.0,No,54
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,35000.0,0.0,8000.0,0.0,0.0,0.0,0.0,43000.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,9000.0,0.0,1500.0,11700.0,31300.0,More than 2 years,Owned,1-5 years,Single,more than 3,Yes,1-2 years,Others,0.0,No,55
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,25000.0,0.0,2300.0,0.0,0.0,0.0,0.0,27300.0,0.0,0.0,3500.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,9400.0,17900.0,More than 2 years,Rented,1-5 years,Single,0-1,No,2-5 years,Others,0.0,No,50
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,0.0,2500.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2650.0,27350.0,Less than 6 months,Rented,More than 5 years,Single,0-1,No,More than 5 years,Others,0.0,No,46
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,16000.0,0.0,0.0,15000.0,0.0,0.0,0.0,31000.0,500.0,500.0,2500.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,7300.0,23700.0,More than 2 years,Free,1-5 years,Married,2-3,Yes,2-5 years,Others,1500.0,No,59
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,1150.0,0.0,0.0,0.0,0.0,2500.0,0.0,1000.0,4650.0,15350.0,More than 2 years,Owned,Less than a year,Married,2-3,Yes,Less than 1 year,Professional/Non-Officer/Skilled,0.0,No,62
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,23000.0,0.0,3000.0,0.0,0.0,0.0,0.0,26000.0,0.0,2000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,5000.0,0.0,3000.0,11000.0,15000.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,1-2 years,Professional/Non-Officer/Skilled,6000.0,No,59
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,35000.0,15000.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,500.0,6500.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,4000.0,0.0,2000.0,17000.0,33000.0,More than 2 years,Rented,1-5 years,Married,2-3,Yes,2-5 years,Others,0.0,Yes,58
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,25000.0,0.0,350.0,0.0,0.0,0.0,0.0,25350.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,5500.0,19850.0,More than 2 years,Owned,1-5 years,Married,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0.0,No,59
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,16000.0,0.0,2400.0,0.0,0.0,0.0,0.0,18400.0,0.0,0.0,0.0,0.0,0.0,1300.0,0.0,0.0,0.0,0.0,2000.0,0.0,3200.0,6500.0,11900.0,More than 2 years,Owned,1-5 years,Separated,more than 3,Yes,2-5 years,Others,0.0,No,55
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,500.0,3000.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,6000.0,24000.0,More than 2 years,Free,1-5 years,Single,2-3,No,1-2 years,Professional/Non-Officer/Skilled,0.0,No,54
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,1000.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,2500.0,27500.0,More than 2 years,Free,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,4000.0,No,55
Male,Filipino,Regular Employee,No other source of income,Yes,No,0.0,30000.0,0.0,20000.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,6000.0,44000.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0.0,No,59
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,18000.0,1000.0,1000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,5000.0,0.0,5000.0,13000.0,5000.0,More than 2 years,Owned,1-5 years,Married,2-3,No,1-2 years,Professional/Non-Officer/Skilled,0.0,No,61
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,30000.0,0.0,10000.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,5000.0,0.0,2000.0,8000.0,32000.0,More than 2 years,Owned,1-5 years,Single,2-3,Yes,2-5 years,Professional/Non-Officer/Skilled,0.0,No,58
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,30000.0,0.0,7500.0,0.0,0.0,0.0,0.0,37500.0,0.0,2000.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,12000.0,0.0,6000.0,21500.0,16000.0,More than 2 years,Owned,1-5 years,Single,2-3,Yes,2-5 years,Others,0.0,No,56
Male,Filipino,Regular Employee,No other source of income,Yes,No,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,6000.0,24000.0,6-12 months,Owned,1-5 years,Single,2-3,Yes,2-5 years,Others,6000.0,No,56
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,15000.0,10000.0,8000.0,5000.0,0.0,0.0,0.0,38000.0,1500.0,800.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,1500.0,0.0,1000.0,5200.0,32800.0,More than 2 years,Free,More than 5 years,Single,0-1,No,More than 5 years,Others,1200.0,No,54
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,28000.0,0.0,0.0,5500.0,0.0,0.0,0.0,33500.0,4500.0,0.0,5000.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,5500.0,0.0,0.0,18000.0,15500.0,More than 2 years,Rented,1-5 years,Single,0-1,Yes,2-5 years,Others,0.0,No,52
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,3300.0,0.0,0.0,0.0,0.0,8000.0,0.0,1000.0,12300.0,3700.0,More than 2 years,Owned,More than 5 years,Married,more than 3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0.0,Yes,62
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,6000.0,0.0,2000.0,9500.0,10500.0,More than 2 years,Free,1-5 years,Married,2-3,Yes,1-2 years,Professional/Non-Officer/Skilled,8341.0,No,58
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,24000.0,0.0,0.0,0.0,0.0,0.0,0.0,24000.0,0.0,2000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,5000.0,0.0,8000.0,16000.0,8000.0,More than 2 years,Others,1-5 years,Married,more than 3,Yes,2-5 years,Professional/Non-Officer/Skilled,5000.0,No,55
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,28000.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,4000.0,3000.0,0.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,16000.0,0.0,5000.0,35000.0,-7000.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,2-5 years,Professional/Non-Officer/Skilled,0.0,No,63
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,25000.0,0.0,5000.0,0.0,0.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0.0,No,57
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,3000.0,-2970.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,2-5 years,Others,0.0,No,57
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,3000.0,-2970.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,2-5 years,Others,0.0,No,57
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,700.0,5000.0,700.0,0.0,0.0,2300.0,0.0,0.0,0.0,0.0,3000.0,0.0,1000.0,12700.0,7300.0,More than 2 years,Owned,1-5 years,Single,2-3,Yes,1-2 years,Others,0.0,No,56
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,500.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,5000.0,0.0,3000.0,9500.0,20500.0,More than 2 years,Owned,1-5 years,Single,2-3,Yes,2-5 years,Professional/Non-Officer/Skilled,0.0,No,58
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,500.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,5000.0,0.0,3000.0,9500.0,20500.0,More than 2 years,Owned,1-5 years,Single,2-3,Yes,2-5 years,Professional/Non-Officer/Skilled,0.0,No,58
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,5000.0,0.0,2000.0,9000.0,6000.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,2-5 years,Professional/Non-Officer/Skilled,0.0,No,60
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,625355.0,0.0,0.0,0.0,0.0,0.0,0.0,625355.0,500.0,0.0,0.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,12000.0,0.0,2000.0,21500.0,603855.0,More than 2 years,Owned,More than 5 years,Married,0-1,Yes,More than 5 years,Professional/Managerial/Officer,14500.0,Yes,69
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,2000.0,1500.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,12500.0,12500.0,More than 2 years,Free,1-5 years,Single,0-1,No,1-2 years,Professional/Non-Officer/Skilled,2000.0,No,55
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,2000.0,4000.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,5000.0,0.0,10000.0,23000.0,-8000.0,More than 2 years,Free,1-5 years,Married,2-3,Yes,2-5 years,Professional/Non-Officer/Skilled,5400.0,No,61
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,25000.0,0.0,15000.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,3500.0,0.0,2500.0,7800.0,32200.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,2-5 years,Professional/Non-Officer/Skilled,0.0,No,60
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,5000.0,0.0,2000.0,9000.0,6000.0,More than 2 years,Owned,1-5 years,Single,2-3,Yes,2-5 years,Others,0.0,No,56
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,16000.0,0.0,3000.0,10000.0,0.0,0.0,0.0,29000.0,1000.0,1500.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,7500.0,21500.0,More than 2 years,Free,1-5 years,Single,0-1,No,1-2 years,Professional/Non-Officer/Skilled,0.0,No,55
Female,Filipino,Regular Employee,No other source of income,Yes,No,0.0,19014.0,0.0,0.0,12000.0,0.0,0.0,0.0,31014.0,0.0,500.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,3500.0,27514.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0.0,No,59
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,30000.0,0.0,8000.0,0.0,0.0,0.0,0.0,38000.0,0.0,100.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,6100.0,31900.0,More than 2 years,Owned,1-5 years,Married,0-1,No,2-5 years,Others,0.0,No,60
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,21000.0,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,0.0,0.0,3500.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,7300.0,13700.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0.0,No,58
Male,Filipino,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,62150.0,0.0,0.0,0.0,0.0,0.0,0.0,62150.0,2000.0,500.0,0.0,0.0,0.0,5500.0,0.0,0.0,0.0,0.0,9000.0,0.0,2000.0,19000.0,43150.0,More than 2 years,Owned,More than 5 years,Married,2-3,No,More than 5 years,Others,0.0,Yes,61
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,19000.0,0.0,0.0,30000.0,0.0,0.0,0.0,49000.0,5000.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,2500.0,0.0,1500.0,10500.0,38500.0,More than 2 years,Free,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Managerial/Officer,600.0,Yes,66
Male,Filipino,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,7200.0,0.0,0.0,0.0,0.0,0.0,0.0,7200.0,5000.0,25000.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,55000.0,-47800.0,More than 2 years,Owned,1-5 years,Married,2-3,No,1-2 years,Professional/Managerial/Officer,0.0,Yes,64
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,20000.0,5000.0,3000.0,2000.0,0.0,0.0,0.0,30000.0,2000.0,2000.0,1000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,10010.0,0.0,5000.0,22010.0,7990.0,More than 2 years,Free,1-5 years,Married,2-3,Yes,2-5 years,Professional/Managerial/Officer,1000.0,No,63
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,19000.0,5000.0,0.0,5000.0,0.0,0.0,0.0,29000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,2500.0,26500.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Others,0.0,No,55
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,11500.0,-11500.0,More than 2 years,Owned,More than 5 years,Married,more than 3,No,More than 5 years,Others,0.0,No,59
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,30242.0,0.0,12000.0,0.0,0.0,0.0,0.0,42242.0,2000.0,3000.0,3500.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,10000.0,0.0,10000.0,33500.0,8742.0,More than 2 years,Rented,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,1983.0,Yes,61
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,36950.0,0.0,3800.0,15000.0,0.0,0.0,0.0,55750.0,2000.0,2000.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,15000.0,0.0,4000.0,29500.0,26250.0,More than 2 years,Owned,1-5 years,Single,2-3,Yes,1-2 years,Others,4600.0,Yes,58
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,23000.0,23000.0,0.0,0.0,0.0,0.0,0.0,46000.0,0.0,500.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,2700.0,43300.0,More than 2 years,Owned,1-5 years,Married,more than 3,No,1-2 years,Others,0.0,No,58
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,60000.0,0.0,10000.0,0.0,0.0,0.0,0.0,70000.0,2000.0,500.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,10000.0,0.0,10000.0,24000.0,46000.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0.0,No,61
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,1000.0,2000.0,8000.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,10000.0,0.0,5000.0,31000.0,49000.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,2-5 years,Others,0.0,Yes,63
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,60000.0,0.0,5000.0,0.0,0.0,0.0,0.0,65000.0,3000.0,500.0,4000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,9000.0,0.0,2000.0,20500.0,44500.0,More than 2 years,Rented,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0.0,No,59
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,100000.0,0.0,4000.0,0.0,0.0,0.0,0.0,104000.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,16000.0,88000.0,More than 2 years,Owned,More than 5 years,Married,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0.0,No,63
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,1000.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,12500.0,87500.0,More than 2 years,Owned,More than 5 years,Married,2-3,No,More than 5 years,Others,0.0,No,60
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,80000.0,0.0,20000.0,0.0,0.0,0.0,0.0,100000.0,0.0,1000.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,7000.0,0.0,1000.0,13000.0,87000.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,2-5 years,Professional/Non-Officer/Skilled,0.0,No,63
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,1000.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,0.0,2000.0,13000.0,87000.0,More than 2 years,Owned,More than 5 years,Single,0-1,Yes,More than 5 years,Professional/Non-Officer/Skilled,20000.0,No,60
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,0.0,0.0,2500.0,0.0,0.0,1100.0,0.0,0.0,0.0,0.0,3000.0,0.0,1000.0,7600.0,82400.0,6-12 months,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0.0,Yes,64
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,100000.0,0.0,8000.0,0.0,0.0,0.0,0.0,108000.0,0.0,0.0,0.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,28000.0,0.0,2000.0,37000.0,71000.0,More than 2 years,Rented,More than 5 years,Married,0-1,Yes,More than 5 years,Professional/Non-Officer/Skilled,0.0,No,60
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,50000.0,0.0,9000.0,10000.0,0.0,0.0,0.0,69000.0,3000.0,500.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,7500.0,0.0,2000.0,14000.0,55000.0,More than 2 years,Free,More than 5 years,Married,more than 3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0.0,No,58
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,50000.0,0.0,5000.0,0.0,0.0,0.0,0.0,55000.0,2000.0,1500.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,10000.0,0.0,10000.0,24000.0,31000.0,More than 2 years,Owned,More than 5 years,Married,more than 3,Yes,More than 5 years,Others,0.0,No,58
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,60000.0,0.0,5000.0,0.0,0.0,0.0,0.0,65000.0,5000.0,10000.0,5000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,31000.0,34000.0,More than 2 years,Rented,More than 5 years,Single,2-3,Yes,More than 5 years,Others,0.0,No,52
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,4000.0,0.0,3000.0,10000.0,30000.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,2-5 years,Professional/Non-Officer/Skilled,3000.0,Yes,65
